#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4909,32084900,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene ('Candida glycerinogenes'; Candida acidothermophilum; Candida krusei; Issatchenkia orientalis; Saccharomyces krusei).,other,-,-,-,-,20210109,-
4909,40384269,C5L36_0C04100,C5L36_0C04100,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384270,C5L36_0C04110,C5L36_0C04110,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384271,C5L36_0C04120,C5L36_0C04120,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384272,C5L36_0C04125,C5L36_0C04125,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384273,C5L36_0C04130,C5L36_0C04130,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384274,C5L36_0C04140,C5L36_0C04140,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384275,C5L36_0C04150,C5L36_0C04150,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384276,C5L36_0C04160,C5L36_0C04160,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384277,C5L36_0C04170,C5L36_0C04170,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384278,C5L36_0C04180,C5L36_0C04180,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384279,C5L36_0C04190,C5L36_0C04190,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384280,C5L36_0C04200,C5L36_0C04200,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384281,C5L36_0C04210,C5L36_0C04210,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384282,C5L36_0C04220,C5L36_0C04220,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384283,C5L36_0C04230,C5L36_0C04230,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384284,C5L36_0C04240,C5L36_0C04240,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384285,C5L36_0C04250,C5L36_0C04250,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384286,C5L36_0C04260,C5L36_0C04260,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384287,C5L36_0C04270,C5L36_0C04270,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384288,C5L36_0C04280,C5L36_0C04280,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384289,C5L36_0C04290,C5L36_0C04290,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384290,C5L36_0C04300,C5L36_0C04300,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384291,C5L36_0C04310,C5L36_0C04310,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384292,C5L36_0C04320,C5L36_0C04320,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384293,C5L36_0C04330,C5L36_0C04330,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384294,C5L36_0C04335,C5L36_0C04335,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384295,C5L36_0C04337,C5L36_0C04337,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384296,C5L36_0C04340,C5L36_0C04340,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384297,C5L36_0C04350,C5L36_0C04350,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384298,C5L36_0C04360,C5L36_0C04360,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384299,C5L36_0C04370,C5L36_0C04370,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384300,C5L36_0C04380,C5L36_0C04380,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384301,C5L36_0C04390,C5L36_0C04390,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384302,C5L36_0C04400,C5L36_0C04400,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384303,C5L36_0C04410,C5L36_0C04410,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384304,C5L36_0C04420,C5L36_0C04420,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384305,C5L36_0C04430,C5L36_0C04430,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384306,C5L36_0C04440,C5L36_0C04440,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384307,C5L36_0C04450,C5L36_0C04450,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384308,C5L36_0C04460,C5L36_0C04460,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384309,C5L36_0C04470,C5L36_0C04470,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384310,C5L36_0C04480,C5L36_0C04480,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384311,C5L36_0C04490,C5L36_0C04490,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384312,C5L36_0C04500,C5L36_0C04500,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384313,C5L36_0C04510,C5L36_0C04510,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384314,C5L36_0C04520,C5L36_0C04520,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384315,C5L36_0C04530,C5L36_0C04530,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384316,C5L36_0C04540,C5L36_0C04540,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384317,C5L36_0C04550,C5L36_0C04550,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384318,C5L36_0C04560,C5L36_0C04560,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384319,C5L36_0C04570,C5L36_0C04570,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384320,C5L36_0C04580,C5L36_0C04580,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384321,C5L36_0C04590,C5L36_0C04590,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384322,C5L36_0C04600,C5L36_0C04600,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384323,C5L36_0C04610,C5L36_0C04610,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384324,C5L36_0C04620,C5L36_0C04620,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384325,C5L36_0C04630,C5L36_0C04630,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384326,C5L36_0C04640,C5L36_0C04640,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384327,C5L36_0C04650,C5L36_0C04650,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384328,C5L36_0C04660,C5L36_0C04660,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384329,C5L36_0C04670,C5L36_0C04670,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384330,C5L36_0C04680,C5L36_0C04680,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384331,C5L36_0C04690,C5L36_0C04690,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384332,C5L36_0C04700,C5L36_0C04700,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384333,C5L36_0C04710,C5L36_0C04710,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384334,C5L36_0C04715,C5L36_0C04715,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384335,C5L36_0C04720,C5L36_0C04720,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384336,C5L36_0C04730,C5L36_0C04730,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384337,C5L36_0C04740,C5L36_0C04740,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384338,C5L36_0C04750,C5L36_0C04750,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384339,C5L36_0C04755,C5L36_0C04755,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384340,C5L36_0C04760,C5L36_0C04760,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384341,C5L36_0C04770,C5L36_0C04770,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384342,C5L36_0C04775,C5L36_0C04775,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384343,C5L36_0C04780,C5L36_0C04780,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384344,C5L36_0C04790,C5L36_0C04790,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384345,C5L36_0C04800,C5L36_0C04800,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384346,C5L36_0C04810,C5L36_0C04810,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384347,C5L36_0C04820,C5L36_0C04820,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384348,C5L36_0C04830,C5L36_0C04830,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384349,C5L36_0C04840,C5L36_0C04840,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384350,C5L36_0C04850,C5L36_0C04850,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384351,C5L36_0C04860,C5L36_0C04860,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384352,C5L36_0C04870,C5L36_0C04870,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384353,C5L36_0C04880,C5L36_0C04880,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384354,C5L36_0C04890,C5L36_0C04890,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384355,C5L36_0C04900,C5L36_0C04900,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384356,C5L36_0C04910,C5L36_0C04910,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384357,C5L36_0C04920,C5L36_0C04920,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384358,C5L36_0C04930,C5L36_0C04930,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384359,C5L36_0C04940,C5L36_0C04940,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384360,C5L36_0C04950,C5L36_0C04950,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384361,C5L36_0C04960,C5L36_0C04960,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384362,C5L36_0C04970,C5L36_0C04970,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384363,C5L36_0C04980,C5L36_0C04980,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384364,C5L36_0C04990,C5L36_0C04990,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384365,C5L36_0C05000,C5L36_0C05000,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384366,C5L36_0C05010,C5L36_0C05010,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384367,C5L36_0C05020,C5L36_0C05020,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384368,C5L36_0C05030,C5L36_0C05030,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384369,C5L36_0C05040,C5L36_0C05040,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384370,C5L36_0C05050,C5L36_0C05050,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384371,C5L36_0C05060,C5L36_0C05060,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384372,C5L36_0C05080,C5L36_0C05080,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384373,C5L36_0C05090,C5L36_0C05090,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384374,C5L36_0C05100,C5L36_0C05100,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384375,C5L36_0C05110,C5L36_0C05110,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384376,C5L36_0C05120,C5L36_0C05120,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384377,C5L36_0C05130,C5L36_0C05130,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384378,C5L36_0C05140,C5L36_0C05140,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384379,C5L36_0C05150,C5L36_0C05150,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384380,C5L36_0C05160,C5L36_0C05160,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384381,C5L36_0C05170,C5L36_0C05170,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384382,C5L36_0C05180,C5L36_0C05180,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384383,C5L36_0C05190,C5L36_0C05190,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384384,C5L36_0C05200,C5L36_0C05200,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384385,C5L36_0C05210,C5L36_0C05210,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384386,C5L36_0C05220,C5L36_0C05220,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384387,C5L36_0C05230,C5L36_0C05230,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384388,C5L36_0C05240,C5L36_0C05240,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384389,C5L36_0C05250,C5L36_0C05250,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384390,C5L36_0C05260,C5L36_0C05260,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384391,C5L36_0C05270,C5L36_0C05270,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384392,C5L36_0C05280,C5L36_0C05280,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384393,C5L36_0C05290,C5L36_0C05290,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384394,C5L36_0C05300,C5L36_0C05300,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384395,C5L36_0C05310,C5L36_0C05310,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384396,C5L36_0C05320,C5L36_0C05320,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384397,C5L36_0C05330,C5L36_0C05330,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384398,C5L36_0C05340,C5L36_0C05340,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384399,C5L36_0C05350,C5L36_0C05350,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384400,C5L36_0C05360,C5L36_0C05360,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384401,C5L36_0C05370,C5L36_0C05370,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384402,C5L36_0C05380,C5L36_0C05380,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384403,C5L36_0C05390,C5L36_0C05390,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384404,C5L36_0C05400,C5L36_0C05400,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384405,C5L36_0C05410,C5L36_0C05410,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384406,C5L36_0C05420,C5L36_0C05420,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384407,C5L36_0C05430,C5L36_0C05430,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384408,C5L36_0C05440,C5L36_0C05440,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384409,C5L36_0C05450,C5L36_0C05450,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384410,C5L36_0C05460,C5L36_0C05460,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384411,C5L36_0C05470,C5L36_0C05470,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384412,C5L36_0C05480,C5L36_0C05480,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384413,C5L36_0C05490,C5L36_0C05490,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384414,C5L36_0C05500,C5L36_0C05500,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384415,C5L36_0C05510,C5L36_0C05510,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384416,C5L36_0C05520,C5L36_0C05520,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384417,C5L36_0C05530,C5L36_0C05530,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384418,C5L36_0C05540,C5L36_0C05540,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384419,C5L36_0C05550,C5L36_0C05550,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384420,C5L36_0C05560,C5L36_0C05560,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384421,C5L36_0C05570,C5L36_0C05570,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40384422,C5L36_0C05580,C5L36_0C05580,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384423,C5L36_0C05590,C5L36_0C05590,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384424,C5L36_0C05600,C5L36_0C05600,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384425,C5L36_0C05610,C5L36_0C05610,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384426,C5L36_0C05620,C5L36_0C05620,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384427,C5L36_0C05630,C5L36_0C05630,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40384428,C5L36_0C05640,C5L36_0C05640,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40384429,C5L36_0C05650,C5L36_0C05650,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384430,C5L36_0C05653,C5L36_0C05653,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40384431,C5L36_0C05655,C5L36_0C05655,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40384432,C5L36_0C05660,C5L36_0C05660,-,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
