#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
418784,36563594,C7M61_000201,C7M61_000201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563595,C7M61_000202,C7M61_000202,-,-,Unknown,-,60S ribosomal protein L34-B,protein-coding,-,-,-,60S ribosomal protein L34-B,20200919,-
418784,36563596,C7M61_000203,C7M61_000203,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563597,C7M61_000204,C7M61_000204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563598,C7M61_000205,C7M61_000205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563599,C7M61_000206,C7M61_000206,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563600,C7M61_000207,C7M61_000207,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563601,C7M61_000208,C7M61_000208,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563602,C7M61_000209,C7M61_000209,-,-,Unknown,-,ribosomal protein S18,protein-coding,-,-,-,ribosomal protein S18,20200919,-
418784,36563603,C7M61_000210,C7M61_000210,-,-,Unknown,-,serine/threonine-protein phosphatase SIT4,protein-coding,-,-,-,serine/threonine-protein phosphatase SIT4,20200919,-
418784,36563604,C7M61_000211,C7M61_000211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563605,C7M61_000212,C7M61_000212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563606,C7M61_000213,C7M61_000213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563607,C7M61_000214,C7M61_000214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563608,C7M61_000215,C7M61_000215,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563609,C7M61_000216,C7M61_000216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563610,C7M61_000217,C7M61_000217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563611,C7M61_000218,C7M61_000218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563612,C7M61_000219,C7M61_000219,-,-,Unknown,-,isocitrate lyase,protein-coding,-,-,-,isocitrate lyase,20200919,-
418784,36563613,C7M61_000220,C7M61_000220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563614,C7M61_000221,C7M61_000221,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563615,C7M61_000222,C7M61_000222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563616,C7M61_000223,C7M61_000223,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563617,C7M61_000224,C7M61_000224,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563618,C7M61_000225,C7M61_000225,-,-,Unknown,-,histone H4,protein-coding,-,-,-,histone H4,20200919,-
418784,36563619,C7M61_000226,C7M61_000226,-,-,Unknown,-,histone,protein-coding,-,-,-,histone,20200919,-
418784,36563620,C7M61_000227,C7M61_000227,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563621,C7M61_000228,C7M61_000228,-,-,Unknown,-,acetyl-coenzyme A synthetase 2,protein-coding,-,-,-,acetyl-coenzyme A synthetase 2,20200919,-
418784,36563622,C7M61_000229,C7M61_000229,-,-,Unknown,-,heat shock protein SSA2,protein-coding,-,-,-,heat shock protein SSA2,20200919,-
418784,36563623,C7M61_000230,C7M61_000230,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36563624,C7M61_000231,C7M61_000231,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563625,C7M61_000232,C7M61_000232,-,-,Unknown,-,cell division control protein 3,protein-coding,-,-,-,cell division control protein 3,20200919,-
418784,36563626,C7M61_000233,C7M61_000233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563627,C7M61_000234,C7M61_000234,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563628,C7M61_000235,C7M61_000235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563629,C7M61_000236,C7M61_000236,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563630,C7M61_000237,C7M61_000237,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563631,C7M61_000238,C7M61_000238,-,-,Unknown,-,methionyl-tRNA formyltransferase,protein-coding,-,-,-,methionyl-tRNA formyltransferase,20200919,-
418784,36563632,C7M61_000239,C7M61_000239,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563633,C7M61_000240,C7M61_000240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563634,C7M61_000241,C7M61_000241,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563635,C7M61_000242,C7M61_000242,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563636,C7M61_000243,C7M61_000243,-,-,Unknown,-,tryptophan synthase,protein-coding,-,-,-,tryptophan synthase,20200919,-
418784,36563637,C7M61_000244,C7M61_000244,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563638,C7M61_000245,C7M61_000245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563639,C7M61_000246,C7M61_000246,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563640,C7M61_000247,C7M61_000247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563641,C7M61_000248,C7M61_000248,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563642,C7M61_000249,C7M61_000249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563643,C7M61_000250,C7M61_000250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563644,C7M61_000251,C7M61_000251,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563645,C7M61_000252,C7M61_000252,-,-,Unknown,-,peptide-methionine (S)-S-oxide reductase,protein-coding,-,-,-,peptide-methionine (S)-S-oxide reductase,20200919,-
418784,36563646,C7M61_000253,C7M61_000253,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563647,C7M61_000254,C7M61_000254,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563648,C7M61_000255,C7M61_000255,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563649,C7M61_000256,C7M61_000256,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563650,C7M61_000257,C7M61_000257,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563651,C7M61_000258,C7M61_000258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563652,C7M61_000259,C7M61_000259,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563653,C7M61_000260,C7M61_000260,-,-,Unknown,-,ribosomal protein L16,protein-coding,-,-,-,ribosomal protein L16,20200919,-
418784,36563654,C7M61_000261,C7M61_000261,-,-,Unknown,-,phenylalanine-tRNA ligase,protein-coding,-,-,-,phenylalanine-tRNA ligase,20200919,-
418784,36563655,C7M61_000262,C7M61_000262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563656,C7M61_000263,C7M61_000263,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563657,C7M61_000264,C7M61_000264,-,-,Unknown,-,tRNA modification GTPase TrmE,protein-coding,-,-,-,tRNA modification GTPase TrmE,20200919,-
418784,36563658,C7M61_000265,C7M61_000265,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563659,C7M61_000266,C7M61_000266,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563660,C7M61_000267,C7M61_000267,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563661,C7M61_000268,C7M61_000268,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563662,C7M61_000269,C7M61_000269,-,-,Unknown,-,mitochondrial import inner membrane translocase subunit TIM16,protein-coding,-,-,-,mitochondrial import inner membrane translocase subunit TIM16,20200919,-
418784,36563663,C7M61_000270,C7M61_000270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563664,C7M61_000271,C7M61_000271,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563665,C7M61_000272,C7M61_000272,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563666,C7M61_000273,C7M61_000273,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563667,C7M61_000274,C7M61_000274,-,-,Unknown,-,60S ribosomal protein L4-A,protein-coding,-,-,-,60S ribosomal protein L4-A,20200919,-
418784,36563668,C7M61_000275,C7M61_000275,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563669,C7M61_000276,C7M61_000276,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563670,C7M61_000277,C7M61_000277,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563671,C7M61_000278,C7M61_000278,-,-,Unknown,-,orotidine 5'-phosphate decarboxylase,protein-coding,-,-,-,orotidine 5'-phosphate decarboxylase,20200919,-
418784,36563672,C7M61_000279,C7M61_000279,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563673,C7M61_000280,C7M61_000280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563674,C7M61_000281,C7M61_000281,-,-,Unknown,-,glyceraldehyde-3-phosphate dehydrogenase,protein-coding,-,-,-,glyceraldehyde-3-phosphate dehydrogenase,20200919,-
418784,36563675,C7M61_000282,C7M61_000282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563676,C7M61_000283,C7M61_000283,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563677,C7M61_000284,C7M61_000284,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563678,C7M61_000285,C7M61_000285,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563679,C7M61_000286,C7M61_000286,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563680,C7M61_000287,C7M61_000287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563681,C7M61_000288,C7M61_000288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563682,C7M61_000289,C7M61_000289,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563683,C7M61_000290,C7M61_000290,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563684,C7M61_000291,C7M61_000291,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563685,C7M61_000292,C7M61_000292,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563686,C7M61_000293,C7M61_000293,-,-,Unknown,-,cytoplasmic tRNA 2-thiolation protein 1,protein-coding,-,-,-,cytoplasmic tRNA 2-thiolation protein 1,20200919,-
418784,36563687,C7M61_000294,C7M61_000294,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563688,C7M61_000295,C7M61_000295,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563689,C7M61_000296,C7M61_000296,-,-,Unknown,-,glutamine-tRNA ligase,protein-coding,-,-,-,glutamine-tRNA ligase,20200919,-
418784,36563690,C7M61_000297,C7M61_000297,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563691,C7M61_000298,C7M61_000298,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563692,C7M61_000299,C7M61_000299,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563693,C7M61_000300,C7M61_000300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563694,C7M61_000301,C7M61_000301,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563695,C7M61_000302,C7M61_000302,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563696,C7M61_000303,C7M61_000303,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563697,C7M61_000304,C7M61_000304,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563698,C7M61_000305,C7M61_000305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563699,C7M61_000306,C7M61_000306,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563700,C7M61_000307,C7M61_000307,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563701,C7M61_000308,C7M61_000308,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563702,C7M61_000309,C7M61_000309,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563703,C7M61_000310,C7M61_000310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563704,C7M61_000311,C7M61_000311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563705,C7M61_000312,C7M61_000312,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563706,C7M61_000313,C7M61_000313,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563707,C7M61_000314,C7M61_000314,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563708,C7M61_000315,C7M61_000315,-,-,Unknown,-,40S ribosomal protein S18-B,protein-coding,-,-,-,40S ribosomal protein S18-B,20200919,-
418784,36563709,C7M61_000316,C7M61_000316,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563710,C7M61_000317,C7M61_000317,-,-,Unknown,-,L-aminoadipate-semialdehyde dehydrogenase,protein-coding,-,-,-,L-aminoadipate-semialdehyde dehydrogenase,20200919,-
418784,36563711,C7M61_000318,C7M61_000318,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563712,C7M61_000319,C7M61_000319,-,-,Unknown,-,chlorophyll synthesis pathway protein BchC,protein-coding,-,-,-,chlorophyll synthesis pathway protein BchC,20200919,-
418784,36563713,C7M61_000320,C7M61_000320,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563714,C7M61_000321,C7M61_000321,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563715,C7M61_000322,C7M61_000322,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563716,C7M61_000323,C7M61_000323,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563717,C7M61_000324,C7M61_000324,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563718,C7M61_000325,C7M61_000325,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563719,C7M61_000326,C7M61_000326,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563720,C7M61_000327,C7M61_000327,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563721,C7M61_000328,C7M61_000328,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563722,C7M61_000329,C7M61_000329,-,-,Unknown,-,threonine-tRNA ligase,protein-coding,-,-,-,threonine-tRNA ligase,20200919,-
418784,36563723,C7M61_000330,C7M61_000330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563724,C7M61_000331,C7M61_000331,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563725,C7M61_000332,C7M61_000332,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563726,C7M61_000333,C7M61_000333,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563727,C7M61_000334,C7M61_000334,-,-,Unknown,-,60S acidic ribosomal protein P1-A,protein-coding,-,-,-,60S acidic ribosomal protein P1-A,20200919,-
418784,36563728,C7M61_000335,C7M61_000335,-,-,Unknown,-,60S ribosomal protein L13,protein-coding,-,-,-,60S ribosomal protein L13,20200919,-
418784,36563729,C7M61_000336,C7M61_000336,-,-,Unknown,-,40S ribosomal protein S16,protein-coding,-,-,-,40S ribosomal protein S16,20200919,-
418784,36563730,C7M61_000337,C7M61_000337,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563731,C7M61_000338,C7M61_000338,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563732,C7M61_000339,C7M61_000339,-,-,Unknown,-,tubulin beta chain,protein-coding,-,-,-,tubulin beta chain,20200919,-
418784,36563733,C7M61_000340,C7M61_000340,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563734,C7M61_000341,C7M61_000341,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563735,C7M61_000342,C7M61_000342,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36563736,C7M61_000343,C7M61_000343,-,-,Unknown,-,phosphatidylserine decarboxylase,protein-coding,-,-,-,phosphatidylserine decarboxylase,20200919,-
