#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1871313,29079521,BI032_gp088,BI032_gp088,ABCD_0261,-,-,-,proximal tail fiber subunit,protein-coding,-,-,-,proximal tail fiber subunit,20200910,-
1871313,29079708,BI032_gp022,BI032_gp022,ABCD_0022,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20200910,-
1871313,29079709,BI032_gp060,BI032_gp060,ABCD_0060,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079710,BI032_gp266,BI032_gp266,ABCD_0083,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079711,BI032_gp225,BI032_gp225,ABCD_0124,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079712,BI032_gp224,BI032_gp224,ABCD_0125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079713,BI032_gp180,BI032_gp180,ABCD_0169,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079714,BI032_gp091,BI032_gp091,ABCD_0258,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079715,BI032_gp055,BI032_gp055,ABCD_0055,-,-,-,endonuclease subunit,protein-coding,-,-,-,endonuclease subunit,20210424,-
1871313,29079716,BI032_gp082,BI032_gp082,ABCD_0267,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079717,BI032_gp219,BI032_gp219,ABCD_0130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079718,BI032_gp105,BI032_gp105,ABCD_0244,-,-,-,endonuclease,protein-coding,-,-,-,endonuclease,20210424,-
1871313,29079719,BI032_gp073,BI032_gp073,ABCD_0073,-,-,-,dCMP deaminase,protein-coding,-,-,-,dCMP deaminase,20210424,-
1871313,29079720,BI032_gp250,BI032_gp250,ABCD_0098,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079721,BI032_gp213,BI032_gp213,ABCD_0136,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079722,BI032_gp110,BI032_gp110,ABCD_0239,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079723,BI032_gp072,BI032_gp072,ABCD_0072,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079724,BI032_gp256,BI032_gp256,ABCD_0093,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079725,BI032_gp049,BI032_gp049,ABCD_0049,-,-,-,RnaseH ribonuclease,protein-coding,-,-,-,RnaseH ribonuclease,20210424,-
1871313,29079726,BI032_gp069,BI032_gp069,ABCD_0069,-,-,-,o-spanin,protein-coding,-,-,-,o-spanin,20200910,-
1871313,29079727,BI032_gp220,BI032_gp220,ABCD_0129,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079728,BI032_gp192,BI032_gp192,ABCD_0157,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079729,BI032_gp191,BI032_gp191,ABCD_0158,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079730,BI032_gp184,BI032_gp184,ABCD_0165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079731,BI032_gp168,BI032_gp168,ABCD_0181,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079732,BI032_gp034,BI032_gp034,ABCD_0034,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079733,BI032_gp172,BI032_gp172,ABCD_0177,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079734,BI032_gp077,BI032_gp077,ABCD_0272,-,-,-,nuclear desruption protein,protein-coding,-,-,-,nuclear desruption protein,20210123,-
1871313,29079735,BI032_gp252,BI032_gp252,ABCD_0099,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079736,BI032_gp223,BI032_gp223,ABCD_0126,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20200910,-
1871313,29079737,BI032_gp161,BI032_gp161,ABCD_0188,-,-,-,deoxynucleotide monophosphate kinase,protein-coding,-,-,-,deoxynucleotide monophosphate kinase,20200910,-
1871313,29079738,BI032_gp048,BI032_gp048,ABCD_0048,-,-,-,dsDNA binding protein,protein-coding,-,-,-,dsDNA binding protein,20210129,-
1871313,29079739,BI032_gt001,BI032_gt001,-,-,-,-,tRNA,tRNA,-,-,-,-,20200910,-
1871313,29079740,BI032_gp215,BI032_gp215,ABCD_0134,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079741,BI032_gp181,BI032_gp181,ABCD_0168,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079742,BI032_gp136,BI032_gp136,ABCD_0213,-,-,-,prohead core protein,protein-coding,-,-,-,prohead core protein,20210424,-
1871313,29079743,BI032_gp227,BI032_gp227,ABCD_0122,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079744,BI032_gp218,BI032_gp218,ABCD_0131,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079745,BI032_gp226,BI032_gp226,ABCD_0123,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079746,BI032_gp272,BI032_gp272,ABCD_0077,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079747,BI032_gp005,BI032_gp005,ABCD_0005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079748,BI032_gp237,BI032_gp237,ABCD_0112,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079749,BI032_gp033,BI032_gp033,ABCD_0033,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079750,BI032_gp128,BI032_gp128,ABCD_0221,-,-,-,helicase,protein-coding,-,-,-,helicase,20210424,-
1871313,29079751,BI032_gp052,BI032_gp052,ABCD_0052,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1871313,29079752,BI032_gp262,BI032_gp262,ABCD_0087,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079753,BI032_gp169,BI032_gp169,ABCD_0180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079754,BI032_gp016,BI032_gp016,ABCD_0016,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079755,BI032_gp255,BI032_gp255,ABCD_0094,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
1871313,29079756,BI032_gp176,BI032_gp176,ABCD_0173,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079757,BI032_gp257,BI032_gp257,ABCD_0092,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079758,BI032_gp101,BI032_gp101,ABCD_0248,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079759,BI032_gp015,BI032_gp015,ABCD_0015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079760,BI032_gp236,BI032_gp236,ABCD_0113,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079761,BI032_gp205,BI032_gp205,ABCD_0144,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079762,BI032_gp017,BI032_gp017,ABCD_0017,-,-,-,endonuclease,protein-coding,-,-,-,endonuclease,20200910,-
1871313,29079763,BI032_gp020,BI032_gp020,ABCD_0020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079764,BI032_gp035,BI032_gp035,ABCD_0035,-,-,-,DNA primase/helicase,protein-coding,-,-,-,DNA primase/helicase,20210424,-
1871313,29079765,BI032_gp264,BI032_gp264,ABCD_0085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079766,BI032_gp263,BI032_gp263,ABCD_0086,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079767,BI032_gp185,BI032_gp185,ABCD_0164,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079768,BI032_gp183,BI032_gp183,ABCD_0166,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079769,BI032_gp198,BI032_gp198,ABCD_0151,-,-,-,ATPase,protein-coding,-,-,-,ATPase,20200910,-
1871313,29079770,BI032_gp096,BI032_gp096,ABCD_0253,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079771,BI032_gp057,BI032_gp057,ABCD_0057,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1871313,29079772,BI032_gp232,BI032_gp232,ABCD_0117,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079773,BI032_gp212,BI032_gp212,ABCD_0137,-,-,-,ADP-ribose pyrophosphatase,protein-coding,-,-,-,ADP-ribose pyrophosphatase,20200910,-
1871313,29079774,BI032_gp009,BI032_gp009,ABCD_0009,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079775,BI032_gp061,BI032_gp061,ABCD_0061,-,-,-,dihydrofolate reductase,protein-coding,-,-,-,dihydrofolate reductase,20200910,-
1871313,29079776,BI032_gp066,BI032_gp066,ABCD_0066,-,-,-,endonuclease,protein-coding,-,-,-,endonuclease,20210424,-
1871313,29079777,BI032_gp129,BI032_gp129,ABCD_0220,-,-,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20210424,-
1871313,29079778,BI032_gp261,BI032_gp261,ABCD_0088,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079779,BI032_gp117,BI032_gp117,ABCD_0232,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079780,BI032_gp269,BI032_gp269,ABCD_0080,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079781,BI032_gp260,BI032_gp260,ABCD_0089,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079782,BI032_gp259,BI032_gp259,ABCD_0090,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1871313,29079783,BI032_gp203,BI032_gp203,ABCD_0146,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079784,BI032_gp182,BI032_gp182,ABCD_0167,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079785,BI032_gp021,BI032_gp021,ABCD_0021,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079786,BI032_gp165,BI032_gp165,ABCD_0184,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079787,BI032_gp164,BI032_gp164,ABCD_0185,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079788,BI032_gp078,BI032_gp078,ABCD_0271,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079789,BI032_gp251,BI032_gp251,ABCD_0097,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079790,BI032_gp177,BI032_gp177,ABCD_0172,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079791,BI032_gp271,BI032_gp271,ABCD_0078,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079792,BI032_gp196,BI032_gp196,ABCD_0153,-,-,-,endolysin,protein-coding,-,-,-,endolysin,20210424,-
1871313,29079793,BI032_gp273,BI032_gp273,ABCD_0076,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079794,BI032_gp001,BI032_gp001,ABCD_0001,-,-,-,rIIb protein,protein-coding,-,-,-,rIIb protein,20200910,-
1871313,29139984,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200513,-
