#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1051616,26834848,atp9,AYB92_gp14,-,-,MT,-,ATP synthase F0 subunit 9,protein-coding,-,-,-,ATP synthase F0 subunit 9,20210417,-
1051616,39606522,UBA2,D7B24_002833,-,-,Unknown,-,E1 ubiquitin-activating protein uba2,protein-coding,-,-,-,E1 ubiquitin-activating protein uba2,20200515,-
1051616,39606523,D7B24_002834,D7B24_002834,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606524,D7B24_002835,D7B24_002835,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606525,SKI8,D7B24_002836,-,-,Unknown,-,superkiller,protein-coding,-,-,-,superkiller,20200515,-
1051616,39606526,D7B24_002837,D7B24_002837,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606527,D7B24_002838,D7B24_002838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606528,D7B24_002839,D7B24_002839,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606529,D7B24_002840,D7B24_002840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606530,D7B24_002841,D7B24_002841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606531,D7B24_002842,D7B24_002842,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606532,D7B24_002843,D7B24_002843,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606533,D7B24_002844,D7B24_002844,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606534,D7B24_002845,D7B24_002845,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606535,D7B24_002846,D7B24_002846,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606536,D7B24_002847,D7B24_002847,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606537,SNF5,D7B24_002848,-,-,Unknown,-,SWI/SNF chromatin-remodeling complex subunit,protein-coding,-,-,-,SWI/SNF chromatin-remodeling complex subunit,20200515,-
1051616,39606538,D7B24_002849,D7B24_002849,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606539,ATP6V0C,D7B24_002850,-,-,Unknown,-,V-type proton ATPase 16 kDa proteolipid subunit,protein-coding,-,-,-,V-type proton ATPase 16 kDa proteolipid subunit,20200515,-
1051616,39606540,D7B24_002851,D7B24_002851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606541,D7B24_002852,D7B24_002852,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606542,D7B24_002853,D7B24_002853,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606543,D7B24_002854,D7B24_002854,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606544,D7B24_002855,D7B24_002855,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606545,D7B24_002856,D7B24_002856,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606546,D7B24_002857,D7B24_002857,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606547,D7B24_002858,D7B24_002858,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606548,D7B24_002859,D7B24_002859,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606549,D7B24_002860,D7B24_002860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606550,D7B24_002861,D7B24_002861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606551,D7B24_002862,D7B24_002862,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606552,D7B24_002863,D7B24_002863,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606553,D7B24_002864,D7B24_002864,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606554,D7B24_002865,D7B24_002865,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606555,D7B24_002866,D7B24_002866,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606556,D7B24_002867,D7B24_002867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606557,D7B24_002868,D7B24_002868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606558,D7B24_002869,D7B24_002869,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606559,D7B24_002870,D7B24_002870,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606560,PEX11,D7B24_002871,-,-,Unknown,-,Peroxisomal membrane protein PMP27,protein-coding,-,-,-,Peroxisomal membrane protein PMP27,20200515,-
1051616,39606561,FBP1,D7B24_002872,-,-,Unknown,-,"Fructose-1,6-bisphosphatase",protein-coding,-,-,-,"Fructose-1,6-bisphosphatase",20200515,-
1051616,39606562,D7B24_002873,D7B24_002873,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606563,D7B24_002874,D7B24_002874,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606564,D7B24_002875,D7B24_002875,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606565,D7B24_002876,D7B24_002876,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606566,RCD1,D7B24_002877,-,-,Unknown,-,Cell differentiation protein rcd1,protein-coding,-,-,-,Cell differentiation protein rcd1,20200515,-
1051616,39606567,D7B24_002878,D7B24_002878,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606568,D7B24_002879,D7B24_002879,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606569,D7B24_002880,D7B24_002880,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606570,SEC13,D7B24_002881,-,-,Unknown,-,GTPase-activating protein S13,protein-coding,-,-,-,GTPase-activating protein S13,20200515,-
1051616,39606571,D7B24_002882,D7B24_002882,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606572,D7B24_002883,D7B24_002883,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606573,D7B24_002884,D7B24_002884,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606574,D7B24_002885,D7B24_002885,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606575,RIB7,D7B24_002886,-,-,Unknown,-,"2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase",protein-coding,-,-,-,"2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase",20200515,-
1051616,39606576,D7B24_002887,D7B24_002887,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606577,D7B24_002888,D7B24_002888,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606578,D7B24_002889,D7B24_002889,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606579,D7B24_002890,D7B24_002890,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606580,D7B24_002891,D7B24_002891,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
1051616,39606581,D7B24_002892,D7B24_002892,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606582,D7B24_002893,D7B24_002893,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
1051616,39606583,D7B24_002894,D7B24_002894,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606584,PEX7,D7B24_002895,-,-,Unknown,-,peroxisomal targeting signal 2 receptor,protein-coding,-,-,-,peroxisomal targeting signal 2 receptor,20200515,-
1051616,39606585,D7B24_002896,D7B24_002896,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606586,D7B24_002897,D7B24_002897,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606587,D7B24_002898,D7B24_002898,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606588,D7B24_002899,D7B24_002899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606589,PPR1,D7B24_002900,-,-,Unknown,-,Fungal specific transcription factor,protein-coding,-,-,-,Fungal specific transcription factor,20200515,-
1051616,39606590,KLP7,D7B24_002901,-,-,Unknown,-,Kinesin,protein-coding,-,-,-,Kinesin,20200515,-
1051616,39606591,D7B24_002902,D7B24_002902,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606592,GDA1,D7B24_002903,-,-,Unknown,-,Guanosine-diphosphatase,protein-coding,-,-,-,Guanosine-diphosphatase,20200515,-
1051616,39606593,D7B24_002904,D7B24_002904,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606594,D7B24_002905,D7B24_002905,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606595,D7B24_002906,D7B24_002906,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606596,HMX1,D7B24_002907,-,-,Unknown,-,heme oxygenase,protein-coding,-,-,-,heme oxygenase,20200515,-
1051616,39606597,D7B24_002908,D7B24_002908,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606598,LYS3,D7B24_002909,-,-,Unknown,-,"Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]",protein-coding,-,-,-,"Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]",20200515,-
1051616,39606599,SPB1,D7B24_002910,-,-,Unknown,-,AdoMet-dependent rRNA methyltransferase spb1,protein-coding,-,-,-,AdoMet-dependent rRNA methyltransferase spb1,20200515,-
1051616,39606600,D7B24_002911,D7B24_002911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606601,D7B24_002912,D7B24_002912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606602,D7B24_002913,D7B24_002913,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606603,D7B24_002914,D7B24_002914,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606604,D7B24_002915,D7B24_002915,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606605,D7B24_002916,D7B24_002916,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606606,RPL38,D7B24_002917,-,-,Unknown,-,60S ribosomal protein L38,protein-coding,-,-,-,60S ribosomal protein L38,20200515,-
1051616,39606607,D7B24_002918,D7B24_002918,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606608,D7B24_002919,D7B24_002919,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606609,D7B24_002920,D7B24_002920,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606610,RAM2,D7B24_002921,-,-,Unknown,-,CAAX geranylgeranyltransferase alpha subunit,protein-coding,-,-,-,CAAX geranylgeranyltransferase alpha subunit,20200515,-
1051616,39606611,D7B24_002922,D7B24_002922,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606612,MSM1,D7B24_002923,-,-,Unknown,-,methionyl-tRNA synthetase,protein-coding,-,-,-,methionyl-tRNA synthetase,20200515,-
1051616,39606613,D7B24_002924,D7B24_002924,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606614,D7B24_002925,D7B24_002925,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606615,D7B24_002926,D7B24_002926,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606616,D7B24_002927,D7B24_002927,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606617,POLD2,D7B24_002928,-,-,Unknown,-,DNA polymerase delta subunit 2,protein-coding,-,-,-,DNA polymerase delta subunit 2,20200515,-
1051616,39606618,CAF16,D7B24_002929,-,-,Unknown,-,CCR4-NOT regulatory complex component,protein-coding,-,-,-,CCR4-NOT regulatory complex component,20200515,-
1051616,39606619,D7B24_002930,D7B24_002930,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606620,D7B24_002931,D7B24_002931,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1051616,39606621,D7B24_002932,D7B24_002932,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606622,D7B24_002933,D7B24_002933,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606623,D7B24_002934,D7B24_002934,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606624,D7B24_002935,D7B24_002935,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606625,D7B24_002936,D7B24_002936,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606626,D7B24_002937,D7B24_002937,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606627,D7B24_002938,D7B24_002938,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606628,D7B24_002939,D7B24_002939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606629,D7B24_002940,D7B24_002940,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606630,D7B24_002941,D7B24_002941,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606631,D7B24_002942,D7B24_002942,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606632,D7B24_002943,D7B24_002943,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606633,SVP26,D7B24_002944,-,-,Unknown,-,erv26 super protein,protein-coding,-,-,-,erv26 super protein,20200515,-
1051616,39606634,D7B24_002945,D7B24_002945,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1051616,39606635,D7B24_002946,D7B24_002946,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606636,D7B24_002947,D7B24_002947,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606637,D7B24_002948,D7B24_002948,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606638,MSH4,D7B24_002949,-,-,Unknown,-,MutS protein msh4,protein-coding,-,-,-,MutS protein msh4,20200515,-
1051616,39606639,D7B24_002950,D7B24_002950,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606640,NLE1,D7B24_002951,-,-,Unknown,-,Notchless protein 1,protein-coding,-,-,-,Notchless protein 1,20200515,-
1051616,39606641,TPS3,D7B24_002952,-,-,Unknown,-,Trehalose-6-P synthase/phosphatase complex subunit,protein-coding,-,-,-,Trehalose-6-P synthase/phosphatase complex subunit,20200515,-
1051616,39606642,D7B24_002953,D7B24_002953,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39606643,D7B24_002954,D7B24_002954,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606644,D7B24_002955,D7B24_002955,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606645,D7B24_002956,D7B24_002956,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606646,D7B24_002957,D7B24_002957,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606647,D7B24_002958,D7B24_002958,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606648,D7B24_002959,D7B24_002959,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606649,D7B24_002960,D7B24_002960,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606650,D7B24_002961,D7B24_002961,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606651,D7B24_002962,D7B24_002962,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606652,D7B24_002963,D7B24_002963,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606653,D7B24_002964,D7B24_002964,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606654,D7B24_002965,D7B24_002965,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606655,D7B24_002966,D7B24_002966,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606656,D7B24_002967,D7B24_002967,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606657,D7B24_002968,D7B24_002968,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606658,D7B24_002969,D7B24_002969,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606659,D7B24_002970,D7B24_002970,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606660,D7B24_002971,D7B24_002971,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606661,GSTU1,D7B24_002972,-,-,Unknown,-,Glutathione S-transferase U1,protein-coding,-,-,-,Glutathione S-transferase U1,20200515,-
1051616,39606662,D7B24_002973,D7B24_002973,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606663,D7B24_002974,D7B24_002974,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606664,D7B24_002975,D7B24_002975,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606665,FRR4,D7B24_002976,-,-,Unknown,-,Mitochondrial chaperone Frataxin,protein-coding,-,-,-,Mitochondrial chaperone Frataxin,20200515,-
1051616,39606666,AP3S2,D7B24_002977,-,-,Unknown,-,AP-3 complex subunit sigma-2,protein-coding,-,-,-,AP-3 complex subunit sigma-2,20200515,-
1051616,39606667,D7B24_002978,D7B24_002978,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606668,NOX4,D7B24_002979,-,-,Unknown,-,NADPH oxidase 4,protein-coding,-,-,-,NADPH oxidase 4,20200515,-
1051616,39606669,D7B24_002980,D7B24_002980,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606670,LEU6,D7B24_002981,-,-,Unknown,-,2-isopropylmalate synthase,protein-coding,-,-,-,2-isopropylmalate synthase,20200515,-
1051616,39606671,D7B24_002982,D7B24_002982,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606672,D7B24_002983,D7B24_002983,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606673,D7B24_002984,D7B24_002984,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606674,D7B24_002985,D7B24_002985,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606675,D7B24_002986,D7B24_002986,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606676,D7B24_002987,D7B24_002987,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606677,D7B24_002988,D7B24_002988,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606678,D7B24_002989,D7B24_002989,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606679,D7B24_002990,D7B24_002990,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606680,D7B24_002991,D7B24_002991,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
1051616,39606681,D7B24_002992,D7B24_002992,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606682,DPH3,D7B24_002993,-,-,Unknown,-,Diphthamide biosynthesis protein 3,protein-coding,-,-,-,Diphthamide biosynthesis protein 3,20200515,-
1051616,39606683,D7B24_002994,D7B24_002994,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606684,D7B24_002995,D7B24_002995,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606685,D7B24_002996,D7B24_002996,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606686,D7B24_002997,D7B24_002997,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606687,D7B24_002998,D7B24_002998,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606688,D7B24_002999,D7B24_002999,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606689,D7B24_003000,D7B24_003000,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606690,D7B24_003001,D7B24_003001,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606691,D7B24_003002,D7B24_003002,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606692,D7B24_003003,D7B24_003003,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606693,D7B24_003004,D7B24_003004,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606694,D7B24_003005,D7B24_003005,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606695,RFC5_1,D7B24_003006,-,-,Unknown,-,Replication factor C (RF-C) subunit,protein-coding,-,-,-,Replication factor C (RF-C) subunit,20200515,-
1051616,39606696,D7B24_003007,D7B24_003007,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606697,TRM6,D7B24_003008,-,-,Unknown,-,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit trm6,protein-coding,-,-,-,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit trm6,20200515,-
1051616,39606698,ARC18,D7B24_003009,-,-,Unknown,-,subunit of the Arp2/3 complex,protein-coding,-,-,-,subunit of the Arp2/3 complex,20200515,-
1051616,39606699,D7B24_003010,D7B24_003010,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606700,D7B24_003011,D7B24_003011,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606701,D7B24_003012,D7B24_003012,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606702,D7B24_003013,D7B24_003013,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606703,MRE11,D7B24_003014,-,-,Unknown,-,meiotic recombination,protein-coding,-,-,-,meiotic recombination,20200515,-
1051616,39606704,PHO4,D7B24_003015,-,-,Unknown,-,phosphate-sensing transcription factor,protein-coding,-,-,-,phosphate-sensing transcription factor,20200515,-
1051616,39606705,D7B24_003016,D7B24_003016,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606706,D7B24_003017,D7B24_003017,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606707,D7B24_003018,D7B24_003018,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606708,HTZ1,D7B24_003019,-,-,Unknown,-,histone H2A.Z,protein-coding,-,-,-,histone H2A.Z,20200515,-
1051616,39606709,D7B24_003020,D7B24_003020,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606710,D7B24_003021,D7B24_003021,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606711,D7B24_003022,D7B24_003022,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
1051616,39606712,D7B24_003023,D7B24_003023,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200909,-
