#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
3885,18614766,PHAVU_011G0073000g,PHAVU_011G0073000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614767,PHAVU_011G007400g,PHAVU_011G007400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614768,PHAVU_011G007500g,PHAVU_011G007500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614769,PHAVU_011G007600g,PHAVU_011G007600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614770,PHAVU_011G007700g,PHAVU_011G007700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614771,PHAVU_011G007800g,PHAVU_011G007800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614772,PHAVU_011G007900g,PHAVU_011G007900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614773,PHAVU_011G008000g,PHAVU_011G008000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614774,PHAVU_011G008100g,PHAVU_011G008100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614775,PHAVU_011G008200g,PHAVU_011G008200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614776,PHAVU_011G008300g,PHAVU_011G008300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614777,PHAVU_011G008400g,PHAVU_011G008400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614778,PHAVU_011G008500g,PHAVU_011G008500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614779,PHAVU_011G008600g,PHAVU_011G008600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614780,PHAVU_011G008700g,PHAVU_011G008700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614781,PHAVU_011G008800g,PHAVU_011G008800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614782,PHAVU_011G008900g,PHAVU_011G008900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614783,PHAVU_011G009000g,PHAVU_011G009000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614784,PHAVU_011G009100g,PHAVU_011G009100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614785,PHAVU_011G009200g,PHAVU_011G009200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614786,PHAVU_011G0093000g,PHAVU_011G0093000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614787,PHAVU_011G009400g,PHAVU_011G009400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614788,PHAVU_011G009500g,PHAVU_011G009500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614789,PHAVU_011G009600g,PHAVU_011G009600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614790,PHAVU_011G009700g,PHAVU_011G009700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614791,PHAVU_011G009800g,PHAVU_011G009800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614792,PHAVU_011G009900g,PHAVU_011G009900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614793,PHAVU_011G010000g,PHAVU_011G010000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614794,PHAVU_011G010100g,PHAVU_011G010100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614795,PHAVU_011G010200g,PHAVU_011G010200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614796,PHAVU_011G010300g,PHAVU_011G010300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614797,PHAVU_011G010400g,PHAVU_011G010400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614798,PHAVU_011G010500g,PHAVU_011G010500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614799,PHAVU_011G010600g,PHAVU_011G010600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614800,PHAVU_011G010700g,PHAVU_011G010700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614801,PHAVU_011G010800g,PHAVU_011G010800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614802,PHAVU_011G010900g,PHAVU_011G010900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614803,PHAVU_011G011000g,PHAVU_011G011000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614804,PHAVU_011G0111001g,PHAVU_011G0111001g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614805,PHAVU_011G0111000g,PHAVU_011G0111000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614806,PHAVU_011G011200g,PHAVU_011G011200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614807,PHAVU_011G011300g,PHAVU_011G011300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614808,PHAVU_011G0114001g,PHAVU_011G0114001g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614809,PHAVU_011G0114000g,PHAVU_011G0114000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614810,PHAVU_011G011500g,PHAVU_011G011500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614811,PHAVU_011G011600g,PHAVU_011G011600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614812,PHAVU_011G011700g,PHAVU_011G011700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614813,PHAVU_011G011800g,PHAVU_011G011800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614814,PHAVU_011G011900g,PHAVU_011G011900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614815,PHAVU_011G012000g,PHAVU_011G012000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614816,PHAVU_011G012100g,PHAVU_011G012100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614817,PHAVU_011G012200g,PHAVU_011G012200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614818,PHAVU_011G012300g,PHAVU_011G012300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614819,PHAVU_011G012400g,PHAVU_011G012400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614820,PHAVU_011G012500g,PHAVU_011G012500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614821,PHAVU_011G012600g,PHAVU_011G012600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614822,PHAVU_011G012700g,PHAVU_011G012700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614823,PHAVU_011G012800g,PHAVU_011G012800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614824,PHAVU_011G012900g,PHAVU_011G012900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614825,PHAVU_011G013000g,PHAVU_011G013000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614826,PHAVU_011G013100g,PHAVU_011G013100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614827,PHAVU_011G013200g,PHAVU_011G013200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614828,PHAVU_011G013300g,PHAVU_011G013300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614829,PHAVU_011G013400g,PHAVU_011G013400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614830,PHAVU_011G013500g,PHAVU_011G013500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614831,PHAVU_011G013600g,PHAVU_011G013600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614832,PHAVU_011G013700g,PHAVU_011G013700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614833,PHAVU_011G0138001g,PHAVU_011G0138001g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614834,PHAVU_011G013900g,PHAVU_011G013900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614835,PHAVU_011G014000g,PHAVU_011G014000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614836,PHAVU_011G014100g,PHAVU_011G014100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614837,PHAVU_011G014200g,PHAVU_011G014200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614838,PHAVU_011G014300g,PHAVU_011G014300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614839,PHAVU_011G014400g,PHAVU_011G014400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614840,PHAVU_011G014500g,PHAVU_011G014500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614841,PHAVU_011G014600g,PHAVU_011G014600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614842,PHAVU_011G014700g,PHAVU_011G014700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614843,PHAVU_011G014800g,PHAVU_011G014800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614844,PHAVU_011G014900g,PHAVU_011G014900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614845,PHAVU_011G015000g,PHAVU_011G015000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614846,PHAVU_011G015100g,PHAVU_011G015100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614847,PHAVU_011G015200g,PHAVU_011G015200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614848,PHAVU_011G015300g,PHAVU_011G015300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614849,PHAVU_011G015400g,PHAVU_011G015400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614850,PHAVU_011G015500g,PHAVU_011G015500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614851,PHAVU_011G015600g,PHAVU_011G015600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614852,PHAVU_011G015700g,PHAVU_011G015700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614853,PHAVU_011G015800g,PHAVU_011G015800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614854,PHAVU_011G015900g,PHAVU_011G015900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614855,PHAVU_011G016000g,PHAVU_011G016000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614856,PHAVU_011G016100g,PHAVU_011G016100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614857,PHAVU_011G016200g,PHAVU_011G016200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614858,PHAVU_011G016300g,PHAVU_011G016300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614859,PHAVU_011G016400g,PHAVU_011G016400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614860,PHAVU_011G016500g,PHAVU_011G016500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614861,PHAVU_011G016600g,PHAVU_011G016600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614862,PHAVU_011G016700g,PHAVU_011G016700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614863,PHAVU_011G016800g,PHAVU_011G016800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614864,PHAVU_011G016900g,PHAVU_011G016900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614865,PHAVU_011G017000g,PHAVU_011G017000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614866,PHAVU_011G017100g,PHAVU_011G017100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614867,PHAVU_011G017200g,PHAVU_011G017200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614868,PHAVU_011G017300g,PHAVU_011G017300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614869,PHAVU_011G017400g,PHAVU_011G017400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614870,PHAVU_011G017500g,PHAVU_011G017500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614871,PHAVU_011G017600g,PHAVU_011G017600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614872,PHAVU_011G017700g,PHAVU_011G017700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614873,PHAVU_011G017800g,PHAVU_011G017800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614874,PHAVU_011G017900g,PHAVU_011G017900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614875,PHAVU_011G018000g,PHAVU_011G018000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614876,PHAVU_011G018100g,PHAVU_011G018100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614877,PHAVU_011G018200g,PHAVU_011G018200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614878,PHAVU_011G018300g,PHAVU_011G018300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614879,PHAVU_011G018400g,PHAVU_011G018400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614880,PHAVU_011G018500g,PHAVU_011G018500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614881,PHAVU_011G018600g,PHAVU_011G018600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614882,PHAVU_011G018700g,PHAVU_011G018700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614883,PHAVU_011G018800g,PHAVU_011G018800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614884,PHAVU_011G018900g,PHAVU_011G018900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614885,PHAVU_011G019000g,PHAVU_011G019000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614886,PHAVU_011G019100g,PHAVU_011G019100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614887,PHAVU_011G019200g,PHAVU_011G019200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614888,PHAVU_011G019300g,PHAVU_011G019300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614889,PHAVU_011G019400g,PHAVU_011G019400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614890,PHAVU_011G019500g,PHAVU_011G019500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614891,PHAVU_011G019600g,PHAVU_011G019600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614892,PHAVU_011G019700g,PHAVU_011G019700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614893,PHAVU_011G019800g,PHAVU_011G019800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614894,PHAVU_011G019900g,PHAVU_011G019900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614895,PHAVU_011G020000g,PHAVU_011G020000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614896,PHAVU_011G020100g,PHAVU_011G020100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614897,PHAVU_011G020200g,PHAVU_011G020200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614898,PHAVU_011G020300g,PHAVU_011G020300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614899,PHAVU_011G020400g,PHAVU_011G020400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614900,PHAVU_011G020500g,PHAVU_011G020500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614901,PHAVU_011G020600g,PHAVU_011G020600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614902,PHAVU_011G020700g,PHAVU_011G020700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614903,PHAVU_011G020800g,PHAVU_011G020800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614904,PHAVU_011G020900g,PHAVU_011G020900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614905,PHAVU_011G021000g,PHAVU_011G021000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614906,PHAVU_011G021100g,PHAVU_011G021100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614907,PHAVU_011G021200g,PHAVU_011G021200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614908,PHAVU_011G021300g,PHAVU_011G021300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614909,PHAVU_011G021400g,PHAVU_011G021400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614910,PHAVU_011G021500g,PHAVU_011G021500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614911,PHAVU_011G021600g,PHAVU_011G021600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614912,PHAVU_011G021700g,PHAVU_011G021700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614913,PHAVU_011G021800g,PHAVU_011G021800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614914,PHAVU_011G021900g,PHAVU_011G021900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614915,PHAVU_011G022000g,PHAVU_011G022000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614916,PHAVU_011G022100g,PHAVU_011G022100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614917,PHAVU_011G022200g,PHAVU_011G022200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614918,PHAVU_011G022300g,PHAVU_011G022300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614919,PHAVU_011G022400g,PHAVU_011G022400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614920,PHAVU_011G022500g,PHAVU_011G022500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614921,PHAVU_011G022600g,PHAVU_011G022600g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614922,PHAVU_011G022700g,PHAVU_011G022700g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614923,PHAVU_011G022800g,PHAVU_011G022800g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614924,PHAVU_011G023000g,PHAVU_011G023000g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614925,PHAVU_011G022900g,PHAVU_011G022900g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614926,PHAVU_011G023100g,PHAVU_011G023100g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614927,PHAVU_011G023200g,PHAVU_011G023200g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614928,PHAVU_011G023300g,PHAVU_011G023300g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614929,PHAVU_011G023400g,PHAVU_011G023400g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18614930,PHAVU_011G023500g,PHAVU_011G023500g,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
