#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5857,7668573,cox1,PlfroM_p2,-,-,MT,-,cytochrome oxidase subunit 1,protein-coding,-,-,-,cytochrome oxidase subunit 1,20210226,-
5857,24267010,AK88_01696,AK88_01696,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267011,AK88_01697,AK88_01697,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267012,AK88_01698,AK88_01698,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267013,AK88_01699,AK88_01699,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267014,AK88_01700,AK88_01700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267015,AK88_01701,AK88_01701,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267016,AK88_01702,AK88_01702,-,-,Unknown,-,50S ribosomal protein L3,protein-coding,-,-,-,50S ribosomal protein L3,20210301,-
5857,24267017,AK88_01703,AK88_01703,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267018,AK88_01704,AK88_01704,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267019,AK88_01705,AK88_01705,-,-,Unknown,-,chaperone DnaK,protein-coding,-,-,-,chaperone DnaK,20210301,-
5857,24267020,AK88_01706,AK88_01706,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267021,AK88_01707,AK88_01707,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267022,AK88_01708,AK88_01708,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267023,AK88_01709,AK88_01709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267024,AK88_01710,AK88_01710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267025,AK88_01711,AK88_01711,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267026,AK88_01712,AK88_01712,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267027,AK88_01713,AK88_01713,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267028,AK88_01714,AK88_01714,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267029,AK88_01715,AK88_01715,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267030,AK88_01716,AK88_01716,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267031,AK88_01717,AK88_01717,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267032,AK88_01718,AK88_01718,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267033,AK88_01719,AK88_01719,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267034,AK88_01720,AK88_01720,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267035,AK88_01721,AK88_01721,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267036,AK88_01722,AK88_01722,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267037,AK88_01723,AK88_01723,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267038,AK88_01724,AK88_01724,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267039,AK88_01725,AK88_01725,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267040,AK88_01726,AK88_01726,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267041,AK88_01727,AK88_01727,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267042,AK88_01728,AK88_01728,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267043,AK88_01729,AK88_01729,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267044,AK88_01730,AK88_01730,-,-,Unknown,-,diphosphate-fructose-6-phosphate 1-phosphotransferase,protein-coding,-,-,-,diphosphate-fructose-6-phosphate 1-phosphotransferase,20210301,-
5857,24267045,AK88_01731,AK88_01731,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267046,AK88_01732,AK88_01732,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267047,AK88_01733,AK88_01733,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267048,AK88_01734,AK88_01734,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267049,AK88_01735,AK88_01735,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267050,AK88_01736,AK88_01736,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267051,AK88_01737,AK88_01737,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267052,AK88_01738,AK88_01738,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267053,AK88_01739,AK88_01739,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267054,AK88_01740,AK88_01740,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267055,AK88_01741,AK88_01741,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267056,AK88_01742,AK88_01742,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267057,AK88_01743,AK88_01743,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267058,AK88_01744,AK88_01744,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267059,AK88_01745,AK88_01745,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267060,AK88_01746,AK88_01746,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267061,AK88_01747,AK88_01747,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267062,AK88_01748,AK88_01748,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267063,AK88_01749,AK88_01749,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267064,AK88_01750,AK88_01750,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267065,AK88_01751,AK88_01751,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267066,AK88_01752,AK88_01752,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267067,AK88_01753,AK88_01753,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267068,AK88_01754,AK88_01754,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267069,AK88_01755,AK88_01755,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267070,AK88_01756,AK88_01756,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267071,AK88_01757,AK88_01757,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267072,AK88_01758,AK88_01758,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267073,AK88_01759,AK88_01759,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267074,AK88_01760,AK88_01760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267075,AK88_01761,AK88_01761,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267076,AK88_01762,AK88_01762,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267077,AK88_01763,AK88_01763,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267078,AK88_01764,AK88_01764,-,-,Unknown,-,CTP synthase,protein-coding,-,-,-,CTP synthase,20210301,-
5857,24267079,AK88_01765,AK88_01765,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267080,AK88_01766,AK88_01766,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267081,AK88_01767,AK88_01767,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267082,AK88_01768,AK88_01768,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267083,AK88_01769,AK88_01769,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267084,AK88_01770,AK88_01770,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267085,AK88_01771,AK88_01771,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267086,AK88_01772,AK88_01772,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267087,AK88_01773,AK88_01773,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267088,AK88_01774,AK88_01774,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267089,AK88_01775,AK88_01775,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267090,AK88_01776,AK88_01776,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267091,AK88_01777,AK88_01777,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267092,AK88_01778,AK88_01778,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267093,AK88_01779,AK88_01779,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267094,AK88_01780,AK88_01780,-,-,Unknown,-,ribosomal protein S8.e,protein-coding,-,-,-,ribosomal protein S8.e,20210301,-
5857,24267095,AK88_01781,AK88_01781,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267096,AK88_01782,AK88_01782,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267097,AK88_01783,AK88_01783,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267098,AK88_01784,AK88_01784,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267099,AK88_01785,AK88_01785,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267100,AK88_01786,AK88_01786,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267101,AK88_01787,AK88_01787,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267102,AK88_01788,AK88_01788,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267103,AK88_01789,AK88_01789,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267104,AK88_01790,AK88_01790,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267105,AK88_01791,AK88_01791,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267106,AK88_01792,AK88_01792,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267107,AK88_01793,AK88_01793,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267108,AK88_01794,AK88_01794,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267109,AK88_01795,AK88_01795,-,-,Unknown,-,23S rRNA methyltransferase,protein-coding,-,-,-,23S rRNA methyltransferase,20210301,-
5857,24267110,AK88_01796,AK88_01796,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267111,AK88_01797,AK88_01797,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267112,AK88_01798,AK88_01798,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267113,AK88_01799,AK88_01799,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267114,AK88_01800,AK88_01800,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267115,AK88_01801,AK88_01801,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267116,AK88_01802,AK88_01802,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267117,AK88_01803,AK88_01803,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267118,AK88_01804,AK88_01804,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267119,AK88_01805,AK88_01805,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267120,AK88_01806,AK88_01806,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267121,AK88_01807,AK88_01807,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267122,AK88_01808,AK88_01808,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267123,AK88_01809,AK88_01809,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267124,AK88_01810,AK88_01810,-,-,Unknown,-,ribonucleoside-diphosphate reductase small chain,protein-coding,-,-,-,ribonucleoside-diphosphate reductase small chain,20210301,-
5857,24267125,AK88_01811,AK88_01811,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267126,AK88_01812,AK88_01812,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267127,AK88_01813,AK88_01813,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267128,AK88_01814,AK88_01814,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267129,AK88_01815,AK88_01815,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267130,AK88_01816,AK88_01816,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267131,AK88_01817,AK88_01817,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267132,AK88_01818,AK88_01818,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267133,AK88_01819,AK88_01819,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267134,AK88_01820,AK88_01820,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267135,AK88_01821,AK88_01821,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267136,AK88_01822,AK88_01822,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267137,AK88_01823,AK88_01823,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267138,AK88_01824,AK88_01824,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267139,AK88_01825,AK88_01825,-,-,Unknown,-,cytochrome c,protein-coding,-,-,-,cytochrome c,20210301,-
5857,24267140,AK88_01826,AK88_01826,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267141,AK88_01827,AK88_01827,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267142,AK88_01828,AK88_01828,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267143,AK88_01829,AK88_01829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267144,AK88_01830,AK88_01830,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267145,AK88_01831,AK88_01831,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267146,AK88_01832,AK88_01832,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267147,AK88_01833,AK88_01833,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267148,AK88_01834,AK88_01834,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267149,AK88_01835,AK88_01835,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267150,AK88_01836,AK88_01836,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267151,AK88_01837,AK88_01837,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267152,AK88_01838,AK88_01838,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267153,AK88_01839,AK88_01839,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267154,AK88_01840,AK88_01840,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267155,AK88_01841,AK88_01841,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267156,AK88_01842,AK88_01842,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267157,AK88_01843,AK88_01843,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267158,AK88_01844,AK88_01844,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267159,AK88_01845,AK88_01845,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267160,AK88_01846,AK88_01846,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267161,AK88_01847,AK88_01847,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267162,AK88_01848,AK88_01848,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267163,AK88_01849,AK88_01849,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267164,AK88_01850,AK88_01850,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267165,AK88_01851,AK88_01851,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267166,AK88_01852,AK88_01852,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267167,AK88_01853,AK88_01853,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267168,AK88_01854,AK88_01854,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267169,AK88_01855,AK88_01855,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267170,AK88_01856,AK88_01856,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267171,AK88_01857,AK88_01857,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267172,AK88_01858,AK88_01858,-,-,Unknown,-,latent-transforming growth factor beta-binding protein 4,protein-coding,-,-,-,latent-transforming growth factor beta-binding protein 4,20210301,-
5857,24267173,AK88_01859,AK88_01859,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267174,AK88_01860,AK88_01860,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267175,AK88_01861,AK88_01861,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267176,AK88_01862,AK88_01862,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267177,AK88_01863,AK88_01863,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267178,AK88_01864,AK88_01864,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267179,AK88_01865,AK88_01865,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267180,AK88_01866,AK88_01866,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267181,AK88_01867,AK88_01867,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267182,AK88_01868,AK88_01868,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267183,AK88_01869,AK88_01869,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267184,AK88_01870,AK88_01870,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267185,AK88_01871,AK88_01871,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267186,AK88_01872,AK88_01872,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267187,AK88_01873,AK88_01873,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267188,AK88_01874,AK88_01874,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267189,AK88_01875,AK88_01875,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267190,AK88_01876,AK88_01876,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267191,AK88_01877,AK88_01877,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267192,AK88_01878,AK88_01878,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267193,AK88_01879,AK88_01879,-,-,Unknown,-,V-type H(+)-translocating pyrophosphatase,protein-coding,-,-,-,V-type H(+)-translocating pyrophosphatase,20210301,-
5857,24267194,AK88_01880,AK88_01880,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267195,AK88_01881,AK88_01881,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267196,AK88_01882,AK88_01882,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267197,AK88_01883,AK88_01883,-,-,Unknown,-,thioredoxin,protein-coding,-,-,-,thioredoxin,20210301,-
5857,24267198,AK88_01884,AK88_01884,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267199,AK88_01885,AK88_01885,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267200,AK88_01886,AK88_01886,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267201,AK88_01887,AK88_01887,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267202,AK88_01888,AK88_01888,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267203,AK88_01889,AK88_01889,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267204,AK88_01890,AK88_01890,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267205,AK88_01891,AK88_01891,-,-,Unknown,-,cysteine proteinase,protein-coding,-,-,-,cysteine proteinase,20210301,-
5857,24267206,AK88_01892,AK88_01892,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267207,AK88_01893,AK88_01893,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267208,AK88_01894,AK88_01894,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267209,AK88_01895,AK88_01895,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
5857,24267210,AK88_01896,AK88_01896,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210301,-
