#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1069201,38573598,cob,EJ508_mgp01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,cytochrome b,20210417,-
1069201,64957344,AKAW2_20959A,AKAW2_20959A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957345,AKAW2_20960A,AKAW2_20960A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957346,AKAW2_20961S,AKAW2_20961S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957347,RO4,AKAW2_20962A,-,-,2,-,actin-like protein,protein-coding,-,-,-,actin-like protein,20210605,-
1069201,64957348,ALG13,AKAW2_20963A,-,-,2,-,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase catalytic subunit alg13,protein-coding,-,-,-,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase catalytic subunit alg13,20210521,-
1069201,64957349,RSM24,AKAW2_20964S,-,-,2,-,"37S ribosomal protein S24, mitochondrial",protein-coding,-,-,-,"37S ribosomal protein S24, mitochondrial",20210521,-
1069201,64957350,AKAW2_20965A,AKAW2_20965A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957351,AKAW2_20966A,AKAW2_20966A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957352,AKAW2_20967A,AKAW2_20967A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957353,AKAW2_20968A,AKAW2_20968A,-,-,2,-,non-ribosomal peptide synthetase,protein-coding,-,-,-,non-ribosomal peptide synthetase,20210605,-
1069201,64957354,AKAW2_20969S,AKAW2_20969S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957355,AKAW2_20970A,AKAW2_20970A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957356,AKAW2_20971A,AKAW2_20971A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957357,ISW2,AKAW2_20972A,-,-,2,-,chromatin remodeling complex adenosinetriphosphatase,protein-coding,-,-,-,chromatin remodeling complex adenosinetriphosphatase,20210605,-
1069201,64957358,AKAW2_20973S,AKAW2_20973S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957359,AKAW2_20974S,AKAW2_20974S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957360,AKAW2_20975A,AKAW2_20975A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957361,AKAW2_20976S,AKAW2_20976S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957362,AKAW2_20977A,AKAW2_20977A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957363,AKAW2_20978S,AKAW2_20978S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957364,AKAW2_20979S,AKAW2_20979S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957365,AKAW2_20980A,AKAW2_20980A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957366,ICL1,AKAW2_20981A,-,-,2,-,isocitrate lyase 1,protein-coding,-,-,-,isocitrate lyase 1,20210521,-
1069201,64957367,AKAW2_20982A,AKAW2_20982A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957368,NTH1,AKAW2_20983A,-,-,2,-,"alpha,alpha-trehalase nth1",protein-coding,-,-,-,"alpha,alpha-trehalase nth1",20210605,-
1069201,64957369,AKAW2_20984A,AKAW2_20984A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957370,AKAW2_20985A,AKAW2_20985A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957371,AKAW2_20986S,AKAW2_20986S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957372,AKAW2_20987A,AKAW2_20987A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957373,AKAW2_20988S,AKAW2_20988S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957374,AKAW2_20989S,AKAW2_20989S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957375,AKAW2_20990A,AKAW2_20990A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957376,AKAW2_20991S,AKAW2_20991S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957377,AKAW2_20992A,AKAW2_20992A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957378,AKAW2_20993A,AKAW2_20993A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957379,AKAW2_20994A,AKAW2_20994A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957380,CHO1,AKAW2_20995A,-,-,2,-,CDP-diacylglycerol-serine O-phosphatidyltransferase,protein-coding,-,-,-,CDP-diacylglycerol-serine O-phosphatidyltransferase,20210605,-
1069201,64957381,GAR1_1,AKAW2_20996A,-,-,2,-,H/ACA snoRNP pseudouridylase subunit,protein-coding,-,-,-,H/ACA snoRNP pseudouridylase subunit,20210605,-
1069201,64957382,THS1,AKAW2_20997S,-,-,2,-,threonyl-tRNA synthetase,protein-coding,-,-,-,threonyl-tRNA synthetase,20210521,-
1069201,64957383,AKAW2_20998S,AKAW2_20998S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957384,AKAW2_20999S,AKAW2_20999S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957385,MPK1,AKAW2_21000S,-,-,2,-,mitogen-activated protein kinase,protein-coding,-,-,-,mitogen-activated protein kinase,20210605,-
1069201,64957386,AKAW2_21001A,AKAW2_21001A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957387,AKAW2_21002S,AKAW2_21002S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957388,AKAW2_21003S,AKAW2_21003S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957389,AKAW2_21004A,AKAW2_21004A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957390,AKAW2_21005S,AKAW2_21005S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957391,AKAW2_21006A,AKAW2_21006A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957392,AKAW2_21007S,AKAW2_21007S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957393,AKAW2_21008A,AKAW2_21008A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957394,AKAW2_21009A,AKAW2_21009A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957395,AKAW2_21010S,AKAW2_21010S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957396,AKAW2_21011S,AKAW2_21011S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957397,AKAW2_21012A,AKAW2_21012A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957398,AKAW2_21013S,AKAW2_21013S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957399,AKAW2_21014A,AKAW2_21014A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957400,AKAW2_21015A,AKAW2_21015A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957401,AKAW2_21016S,AKAW2_21016S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957402,AKAW2_21017S,AKAW2_21017S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957403,AKAW2_21018A,AKAW2_21018A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957404,TR07,AKAW2_21019A,-,-,2,-,putative dehydrogenase TR07,protein-coding,-,-,-,putative dehydrogenase TR07,20210521,-
1069201,64957405,AKAW2_21020S,AKAW2_21020S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957406,AKAW2_21021A,AKAW2_21021A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957407,AKAW2_21022S,AKAW2_21022S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957408,AKAW2_21023A,AKAW2_21023A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957409,AKAW2_21024S,AKAW2_21024S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957410,AKAW2_21025A,AKAW2_21025A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957411,PRP18,AKAW2_21026S,-,-,2,-,mRNA splicing protein prp18,protein-coding,-,-,-,mRNA splicing protein prp18,20210521,-
1069201,64957412,AKAW2_21027S,AKAW2_21027S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957413,AKAW2_21028A,AKAW2_21028A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957414,ARL3,AKAW2_21029S,-,-,2,-,ADP-ribosylation factor protein 3,protein-coding,-,-,-,ADP-ribosylation factor protein 3,20210521,-
1069201,64957415,AKAW2_21030S,AKAW2_21030S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957416,GPI3,AKAW2_21031A,-,-,2,-,phosphatidylinositol N-acetylglucosaminyltransferase Gpi3 subunit,protein-coding,-,-,-,phosphatidylinositol N-acetylglucosaminyltransferase Gpi3 subunit,20210605,-
1069201,64957417,DBP6,AKAW2_21032S,-,-,2,-,ATP-dependent RNA helicase dbp6,protein-coding,-,-,-,ATP-dependent RNA helicase dbp6,20210521,-
1069201,64957418,AKAW2_21033A,AKAW2_21033A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957419,AKAW2_21034S,AKAW2_21034S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957420,AKAW2_21035S,AKAW2_21035S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957421,AKAW2_21036S,AKAW2_21036S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957422,AKAW2_21037A,AKAW2_21037A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957423,AKAW2_21038S,AKAW2_21038S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957424,AKAW2_21039S,AKAW2_21039S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957425,AKAW2_21040S,AKAW2_21040S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957426,AKAW2_21041A,AKAW2_21041A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957427,AKAW2_21042S,AKAW2_21042S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957428,AKAW2_21043A,AKAW2_21043A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957429,AKAW2_21044S,AKAW2_21044S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957430,AKAW2_21045S,AKAW2_21045S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957431,AKAW2_21046A,AKAW2_21046A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957432,AKAW2_21047S,AKAW2_21047S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957433,AKAW2_21048A,AKAW2_21048A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957434,SEC65,AKAW2_21049A,-,-,2,-,signal recognition particle subunit,protein-coding,-,-,-,signal recognition particle subunit,20210605,-
1069201,64957435,AKAW2_21050S,AKAW2_21050S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957436,AKAW2_21051A,AKAW2_21051A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957437,AKAW2_21052A,AKAW2_21052A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957438,YSH1,AKAW2_21053A,-,-,2,-,endoribonuclease ysh1,protein-coding,-,-,-,endoribonuclease ysh1,20210521,-
1069201,64957439,AKAW2_21054S,AKAW2_21054S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957440,AKAW2_21055S,AKAW2_21055S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957441,KNS1,AKAW2_21056S,-,-,2,-,dual specificity protein kinase kns1,protein-coding,-,-,-,dual specificity protein kinase kns1,20210521,-
1069201,64957442,AKAW2_21057A,AKAW2_21057A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957443,AKAW2_21058A,AKAW2_21058A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957444,AKAW2_21059S,AKAW2_21059S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957445,AKAW2_21060A,AKAW2_21060A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957446,AKAW2_21061S,AKAW2_21061S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957447,AKAW2_21062S,AKAW2_21062S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957448,AKAW2_21063A,AKAW2_21063A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957449,AKAW2_21064S,AKAW2_21064S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957450,AKAW2_21065S,AKAW2_21065S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957451,AKAW2_21066S,AKAW2_21066S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957452,AKAW2_21067A,AKAW2_21067A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957453,BNI4,AKAW2_21068A,-,-,2,-,bud neck involved protein,protein-coding,-,-,-,bud neck involved protein,20210605,-
1069201,64957454,AKAW2_21069S,AKAW2_21069S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957455,AKAW2_21070S,AKAW2_21070S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957456,AKAW2_21071S,AKAW2_21071S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957457,SPT20,AKAW2_21072S,-,-,2,-,transcription factor Spt20,protein-coding,-,-,-,transcription factor Spt20,20210605,-
1069201,64957458,AKAW2_21073A,AKAW2_21073A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957459,AKAW2_21074A,AKAW2_21074A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957460,PEX19,AKAW2_21075S,-,-,2,-,peroxisome chaperone and import receptor,protein-coding,-,-,-,peroxisome chaperone and import receptor,20210521,-
1069201,64957461,AKAW2_21076A,AKAW2_21076A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957462,AKAW2_21077A,AKAW2_21077A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957463,AKAW2_21078A,AKAW2_21078A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957464,AKAW2_21079A,AKAW2_21079A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957465,AKAW2_21080S,AKAW2_21080S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957466,AKAW2_21081A,AKAW2_21081A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957467,SPT7,AKAW2_21082S,-,-,2,-,transcriptional activator Spt7,protein-coding,-,-,-,transcriptional activator Spt7,20210521,-
1069201,64957468,AKAW2_21083A,AKAW2_21083A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957469,AKAW2_21084A,AKAW2_21084A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957470,AKAW2_21085A,AKAW2_21085A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957471,AKAW2_21086A,AKAW2_21086A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957472,AKAW2_21087A,AKAW2_21087A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957473,AKAW2_21088A,AKAW2_21088A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957474,CLU1,AKAW2_21089A,-,-,2,-,intracellular distribution of mitochondria,protein-coding,-,-,-,intracellular distribution of mitochondria,20210521,-
1069201,64957475,SSC1,AKAW2_21090S,-,-,2,-,Hsp70 ATPase ssc1,protein-coding,-,-,-,Hsp70 ATPase ssc1,20210521,-
1069201,64957476,AKAW2_21091A,AKAW2_21091A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957477,AKAW2_21092A,AKAW2_21092A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957478,AKAW2_21093A,AKAW2_21093A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957479,AKAW2_21094A,AKAW2_21094A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957480,AKAW2_21095A,AKAW2_21095A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957481,AKAW2_21096S,AKAW2_21096S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957482,AKAW2_21097S,AKAW2_21097S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957483,AKAW2_21098A,AKAW2_21098A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957484,AKAW2_21099A,AKAW2_21099A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957485,AKAW2_21100S,AKAW2_21100S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957486,AKAW2_21101S,AKAW2_21101S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957487,RPS7,AKAW2_21102S,-,-,2,-,40S ribosomal protein,protein-coding,-,-,-,40S ribosomal protein,20210605,-
1069201,64957488,AKAW2_21103A,AKAW2_21103A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957489,AKAW2_21104S,AKAW2_21104S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957490,AKAW2_21105A,AKAW2_21105A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957491,PMC1,AKAW2_21106A,-,-,2,-,plasma membrane calcium,protein-coding,-,-,-,plasma membrane calcium,20210605,-
1069201,64957492,AKAW2_21107A,AKAW2_21107A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957493,AKAW2_21108A,AKAW2_21108A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957494,ERG13,AKAW2_21109A,-,-,2,-,3-hydroxy-3-methylglutaryl coenzyme A synthase,protein-coding,-,-,-,3-hydroxy-3-methylglutaryl coenzyme A synthase,20210521,-
1069201,64957495,AKAW2_21110S,AKAW2_21110S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957496,AKAW2_21111A,AKAW2_21111A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957497,AKAW2_21112A,AKAW2_21112A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957498,SUA7,AKAW2_21113S,-,-,2,-,transcription initiation factor IIB,protein-coding,-,-,-,transcription initiation factor IIB,20210605,-
1069201,64957499,AKAW2_21114A,AKAW2_21114A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957500,AKAW2_21115A,AKAW2_21115A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957501,AKAW2_21116S,AKAW2_21116S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957502,AKAW2_21117A,AKAW2_21117A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957503,RPS14,AKAW2_21118A,-,-,2,-,"ribosomal protein S14, S11",protein-coding,-,-,-,"ribosomal protein S14, S11",20210605,-
1069201,64957504,TYR1,AKAW2_21119S,-,-,2,-,prephenate dehydrogenase (NADP(+)),protein-coding,-,-,-,prephenate dehydrogenase (NADP(+)),20210521,-
1069201,64957505,AKAW2_21120S,AKAW2_21120S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957506,AKAW2_21121S,AKAW2_21121S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957507,AKAW2_21122S,AKAW2_21122S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957508,AKAW2_21123A,AKAW2_21123A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957509,AKAW2_21124S,AKAW2_21124S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957510,RPS16,AKAW2_21125A,-,-,2,-,40S ribosomal protein S16,protein-coding,-,-,-,40S ribosomal protein S16,20210605,-
1069201,64957511,MRPL23,AKAW2_21126S,-,-,2,-,"54S ribosomal protein L23, mitochondrial",protein-coding,-,-,-,"54S ribosomal protein L23, mitochondrial",20210521,-
1069201,64957512,AKAW2_21127A,AKAW2_21127A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957513,AKAW2_21128S,AKAW2_21128S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957514,AKAW2_21129A,AKAW2_21129A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957515,AKAW2_21130A,AKAW2_21130A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957516,AKAW2_21131A,AKAW2_21131A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957517,AKAW2_21132A,AKAW2_21132A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957518,AKAW2_21133A,AKAW2_21133A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957519,AKAW2_21134A,AKAW2_21134A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957520,AKAW2_21135S,AKAW2_21135S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957521,AKAW2_21136S,AKAW2_21136S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957522,AKAW2_21137A,AKAW2_21137A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957523,ADA2,AKAW2_21138S,-,-,2,-,transcriptional adapter Ada2,protein-coding,-,-,-,transcriptional adapter Ada2,20210521,-
1069201,64957524,AKAW2_21139S,AKAW2_21139S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957525,AKAW2_21140A,AKAW2_21140A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957526,AKAW2_21141A,AKAW2_21141A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957527,AKAW2_21142A,AKAW2_21142A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957528,AKAW2_21143S,AKAW2_21143S,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210521,-
1069201,64957529,AKAW2_21144A,AKAW2_21144A,-,-,2,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1069201,64957530,EFT1,AKAW2_21145S,-,-,2,-,elongation factor 2,protein-coding,-,-,-,elongation factor 2,20210521,-
